name,sim,Positive
ATT718_IMG_5507.jpg,0.988341391,
ATT1119_Hornet3.jpg,0.988341391,
ATT1293_94FCA30B-16B4-416A-8AB1-F05C5C7FB78D.jpg,0.988341391,
ATT1192_20200725_111820.jpg,0.988341391,
ATT2414_A5E336A7-454C-4644-97D3-A215819C5032.jpg,0.988341391,
ATT482_7CA66940-2AA6-4A72-866B-66C1CEC11DEA.jpg,0.988341391,
ATT480_IMG_0490.jpg,0.988341391,
ATT18_IMG_2855.jpg,0.988341391,
ATT257_A77CFD91-77EE-4D8F-8D32-C83350BE30B1.jpg,0.988341391,
ATT1672_20200805_092909.jpg,0.988341391,
ATT2056_murder hornet.jpg,0.988341391,
ATT481_IMG_0491.jpg,0.988341391,
ATT2254_image.jpg,0.988341391,
ATT2973_Hornet.jpg,0.988341391,
ATT340_20200601_153025.jpg,0.988341391,
ATT1582_20200802_123700.jpg,0.988341391,
ATT690_0.jpg,0.988341391,
ATT2219_D5B294F7-7801-4E66-ADF1-F0416B91A06C.jpg,0.988341391,
ATT648_murder hornet.jpg,0.988341391,
ATT452_20200606_161003.jpg,0.988341391,
ATT693_image.jpg,0.988341391,
ATT1257_IMG_64971.jpg,0.988341391,
ATT2053_20200816_160754.jpg,0.988341391,
ATT2703_118718610_352267049489963_3602796621905212194_n.jpg,0.988341391,
ATT555_IMG_20200621_135346233.jpg,0.988341391,
ATT565_IMG_53971.jpg,0.988341391,
ATT1462_6122F76A-7A31-4E69-B86E-5A631DBF7317.jpg,0.988341391,
ATT1264_C8A4B00E-4075-4CB9-A617-3FB9B45F92BC.jpg,0.988341391,
ATT1305_72AA4004-BF61-4BEE-A969-37B0BDD96B42.jpg,0.988341391,
ATT859_E296ECCE-14D9-4FD3-BB22-BB27BC453BE2.jpg,0.988341391,
ATT1690_IMG_0820.jpg,0.988341391,
ATT1216_815E606B-10B2-4C00-97BE-20B55E28B4FF.jpg,0.988341391,
ATT556_IMG_20200621_135304572.jpg,0.988341391,
